LAT,LON,YEAR,DOY,T2M,RH2M,PRECTOTCORR
46.25,-112.75,2022,1,-18.39,93.04,0.02
46.25,-112.25,2022,1,-17.63,87.82,0.01
46.25,-111.75,2022,1,-17.0,85.11,0.02
46.25,-111.25,2022,1,-17.11,84.69,0.02
46.25,-110.75,2022,1,-19.08,92.01,0.06
46.25,-110.25,2022,1,-18.53,88.54,0.06
46.25,-109.75,2022,1,-16.84,80.31,0.04
46.25,-109.25,2022,1,-15.27,72.82,0.01
46.25,-108.75,2022,1,-14.93,70.97,0.0
46.25,-108.25,2022,1,-14.74,70.62,0.01
46.25,-107.75,2022,1,-15.0,71.36,0.02
46.25,-107.25,2022,1,-15.29,71.42,0.03
46.25,-106.75,2022,1,-15.4,70.39,0.04
46.25,-106.25,2022,1,-15.4,69.19,0.03
46.25,-105.75,2022,1,-15.72,68.79,0.02
46.25,-105.25,2022,1,-16.33,69.83,0.02
46.75,-114.75,2022,1,-18.05,99.47,0.03
46.75,-114.25,2022,1,-18.74,99.24,0.02
46.75,-113.75,2022,1,-18.86,99.06,0.04
46.75,-113.25,2022,1,-18.45,98.54,0.04
46.75,-112.75,2022,1,-18.31,95.59,0.04
46.75,-112.25,2022,1,-17.77,90.62,0.03
46.75,-111.75,2022,1,-17.17,87.06,0.02
46.75,-111.25,2022,1,-17.86,91.44,0.03
46.75,-110.75,2022,1,-18.5,93.16,0.04
46.75,-110.25,2022,1,-17.47,85.62,0.03
46.75,-109.75,2022,1,-16.67,80.11,0.01
46.75,-109.25,2022,1,-16.35,78.26,0.0
46.75,-108.75,2022,1,-15.07,72.06,0.0
46.75,-108.25,2022,1,-14.78,70.86,0.0
46.75,-107.75,2022,1,-15.46,72.87,0.01
46.75,-107.25,2022,1,-16.08,74.39,0.02
46.75,-106.75,2022,1,-16.31,74.28,0.04
46.75,-106.25,2022,1,-16.46,73.91,0.04
46.75,-105.75,2022,1,-16.77,74.26,0.03
46.75,-105.25,2022,1,-17.2,73.91,0.02
47.25,-114.75,2022,1,-18.3,98.94,0.02
47.25,-114.25,2022,1,-18.86,97.96,0.04
47.25,-113.75,2022,1,-19.47,98.66,0.09
47.25,-113.25,2022,1,-19.29,99.41,0.1
47.25,-112.75,2022,1,-18.56,97.36,0.11
47.25,-112.25,2022,1,-17.22,89.04,0.07
47.25,-111.75,2022,1,-15.95,79.56,0.02
47.25,-111.25,2022,1,-16.26,82.69,0.01
47.25,-110.75,2022,1,-16.23,82.44,0.02
47.25,-110.25,2022,1,-15.53,77.56,0.01
47.25,-109.75,2022,1,-15.5,76.32,0.0
47.25,-109.25,2022,1,-15.83,77.64,0.0
47.25,-108.75,2022,1,-14.52,71.06,0.0
47.25,-108.25,2022,1,-14.58,70.89,0.0
47.25,-107.75,2022,1,-15.56,73.58,0.0
47.25,-107.25,2022,1,-16.38,75.32,0.01
47.25,-106.75,2022,1,-16.71,75.25,0.02
47.25,-106.25,2022,1,-17.0,75.5,0.04
47.25,-105.75,2022,1,-17.4,75.82,0.04
47.25,-105.25,2022,1,-17.73,75.21,0.03
47.75,-114.75,2022,1,-18.22,99.02,0.05
47.75,-114.25,2022,1,-18.57,98.27,0.13
47.75,-113.75,2022,1,-19.24,99.22,0.27
47.75,-113.25,2022,1,-19.44,99.37,0.23
47.75,-112.75,2022,1,-18.2,94.18,0.15
47.75,-112.25,2022,1,-16.33,83.41,0.06
47.75,-111.75,2022,1,-14.75,72.19,0.01
47.75,-111.25,2022,1,-14.36,70.94,0.0
47.75,-110.75,2022,1,-14.21,70.64,0.0
47.75,-110.25,2022,1,-14.57,72.42,0.0
47.75,-109.75,2022,1,-15.34,76.01,0.0
47.75,-109.25,2022,1,-16.0,78.94,0.0
47.75,-108.75,2022,1,-15.56,76.56,0.0
47.75,-108.25,2022,1,-15.45,75.76,0.0
47.75,-107.75,2022,1,-15.79,75.84,0.0
47.75,-107.25,2022,1,-16.25,75.51,0.0
47.75,-106.75,2022,1,-16.74,74.8,0.01
47.75,-106.25,2022,1,-17.3,75.12,0.02
47.75,-105.75,2022,1,-17.61,74.72,0.02
47.75,-105.25,2022,1,-18.01,74.66,0.02
48.25,-114.75,2022,1,-18.88,99.66,0.09
48.25,-114.25,2022,1,-19.27,99.51,0.24
48.25,-113.75,2022,1,-20.16,99.69,0.68
48.25,-113.25,2022,1,-19.14,98.26,0.56
48.25,-112.75,2022,1,-17.58,89.68,0.27
48.25,-112.25,2022,1,-16.01,79.68,0.06
48.25,-111.75,2022,1,-14.85,72.26,0.0
48.25,-111.25,2022,1,-14.42,69.66,0.0
48.25,-110.75,2022,1,-14.43,69.73,0.0
48.25,-110.25,2022,1,-15.22,73.58,0.0
48.25,-109.75,2022,1,-16.26,78.58,0.0
48.25,-109.25,2022,1,-16.97,81.93,0.0
48.25,-108.75,2022,1,-16.75,80.66,0.0
48.25,-108.25,2022,1,-16.59,79.56,0.01
48.25,-107.75,2022,1,-16.68,78.64,0.01
48.25,-107.25,2022,1,-17.1,78.06,0.0
48.25,-106.75,2022,1,-17.85,78.01,0.0
48.25,-106.25,2022,1,-18.75,78.78,0.0
48.25,-105.75,2022,1,-19.08,78.38,0.0
48.25,-105.25,2022,1,-19.43,78.0,0.0
48.75,-114.75,2022,1,-20.67,99.81,0.18
48.75,-114.25,2022,1,-20.76,99.41,0.33
48.75,-113.75,2022,1,-20.58,98.06,0.72
48.75,-113.25,2022,1,-18.41,93.56,0.62
48.75,-112.75,2022,1,-17.13,87.21,0.3
48.75,-112.25,2022,1,-16.26,80.24,0.06
48.75,-111.75,2022,1,-15.71,74.91,0.0
48.75,-111.25,2022,1,-15.74,74.41,0.0
48.75,-110.75,2022,1,-15.37,72.21,0.0
48.75,-110.25,2022,1,-15.84,74.62,0.0
48.75,-109.75,2022,1,-16.66,78.68,0.0
48.75,-109.25,2022,1,-17.38,81.95,0.0
48.75,-108.75,2022,1,-17.57,82.5,0.01
48.75,-108.25,2022,1,-17.72,82.48,0.02
48.75,-107.75,2022,1,-18.12,82.56,0.03
48.75,-107.25,2022,1,-18.75,83.0,0.03
48.75,-106.75,2022,1,-19.57,83.82,0.02
48.75,-106.25,2022,1,-20.45,84.88,0.02
48.75,-105.75,2022,1,-20.97,84.6,0.02
48.75,-105.25,2022,1,-21.58,84.62,0.01
49.25,-114.75,2022,1,-22.33,99.78,0.33
49.25,-114.25,2022,1,-20.97,98.75,0.3
49.25,-113.75,2022,1,-18.99,94.88,0.3
49.25,-113.25,2022,1,-17.18,88.72,0.27
49.25,-112.75,2022,1,-16.52,83.85,0.14
49.25,-112.25,2022,1,-16.07,78.28,0.04
49.25,-111.75,2022,1,-15.66,73.34,0.01
49.25,-111.25,2022,1,-15.88,73.72,0.0
49.25,-110.75,2022,1,-16.1,74.29,0.0
49.25,-110.25,2022,1,-17.16,79.09,0.0
49.25,-109.75,2022,1,-18.08,83.41,0.0
49.25,-109.25,2022,1,-18.56,85.6,0.0
49.25,-108.75,2022,1,-18.95,87.0,0.01
49.25,-108.25,2022,1,-19.0,86.5,0.03
49.25,-107.75,2022,1,-19.37,86.54,0.05
49.25,-107.25,2022,1,-19.9,86.76,0.05
49.25,-106.75,2022,1,-20.47,86.94,0.04
49.25,-106.25,2022,1,-21.08,87.06,0.05
49.25,-105.75,2022,1,-21.71,87.09,0.04
49.25,-105.25,2022,1,-22.66,88.24,0.03
44.75,-114.75,2022,2,-14.86,96.81,0.0
44.75,-114.25,2022,2,-14.48,91.4,0.0
44.75,-113.75,2022,2,-13.96,83.5,0.0
44.75,-113.25,2022,2,-16.04,88.65,0.0
44.75,-112.75,2022,2,-17.67,91.53,0.01
44.75,-112.25,2022,2,-18.39,94.59,0.02
44.75,-111.75,2022,2,-18.32,97.94,0.03
44.75,-111.25,2022,2,-18.11,99.31,0.02
44.75,-110.75,2022,2,-18.1,99.54,0.02
44.75,-110.25,2022,2,-17.61,99.37,0.01
44.75,-109.75,2022,2,-14.61,90.09,0.01
44.75,-109.25,2022,2,-9.88,74.84,0.0
44.75,-108.75,2022,2,-7.02,68.56,0.0
44.75,-108.25,2022,2,-7.73,67.86,0.0
44.75,-107.75,2022,2,-8.21,71.96,0.01
44.75,-107.25,2022,2,-6.46,69.44,0.01
44.75,-106.75,2022,2,-3.49,61.56,0.0
44.75,-106.25,2022,2,-3.33,62.31,0.0
44.75,-105.75,2022,2,-4.18,62.81,0.0
44.75,-105.25,2022,2,-4.83,62.66,0.0
45.25,-114.75,2022,2,-14.04,97.67,0.0
45.25,-114.25,2022,2,-14.0,93.71,0.0
45.25,-113.75,2022,2,-13.26,89.44,0.0
45.25,-113.25,2022,2,-14.19,91.16,0.0
45.25,-112.75,2022,2,-14.55,87.34,0.0
45.25,-112.25,2022,2,-14.98,87.19,0.0
45.25,-111.75,2022,2,-15.48,92.25,0.0
45.25,-111.25,2022,2,-15.43,96.38,0.01
45.25,-110.75,2022,2,-15.56,95.12,0.01
45.25,-110.25,2022,2,-14.5,91.74,0.01
45.25,-109.75,2022,2,-11.22,81.21,0.01
45.25,-109.25,2022,2,-7.15,68.36,0.0
45.25,-108.75,2022,2,-6.24,67.78,0.0
45.25,-108.25,2022,2,-6.66,67.01,0.0
45.25,-107.75,2022,2,-4.8,64.26,0.0
45.25,-107.25,2022,2,-3.32,64.11,0.0
45.25,-106.75,2022,2,-3.19,66.47,0.0
45.25,-106.25,2022,2,-3.65,66.62,0.0
45.25,-105.75,2022,2,-3.8,65.5,0.0
45.25,-105.25,2022,2,-4.34,65.86,0.0
45.75,-114.75,2022,2,-12.82,99.08,0.0
45.75,-114.25,2022,2,-13.08,98.52,0.0
45.75,-113.75,2022,2,-12.04,98.09,0.0
45.75,-113.25,2022,2,-12.07,96.59,0.0
45.75,-112.75,2022,2,-11.9,89.38,0.0
45.75,-112.25,2022,2,-11.85,84.25,0.0
45.75,-111.75,2022,2,-11.82,83.71,0.0
45.75,-111.25,2022,2,-11.32,84.91,0.0
45.75,-110.75,2022,2,-12.19,88.56,0.01
45.75,-110.25,2022,2,-10.73,84.29,0.01
45.75,-109.75,2022,2,-7.84,75.01,0.0
45.75,-109.25,2022,2,-5.17,66.67,0.0
45.75,-108.75,2022,2,-5.13,68.34,0.0
45.75,-108.25,2022,2,-4.46,65.89,0.0
45.75,-107.75,2022,2,-3.88,66.5,0.0
45.75,-107.25,2022,2,-3.77,67.96,0.01
45.75,-106.75,2022,2,-3.96,68.51,0.01
45.75,-106.25,2022,2,-3.72,66.81,0.0
45.75,-105.75,2022,2,-4.02,68.16,0.0
45.75,-105.25,2022,2,-4.82,70.73,0.0
46.25,-114.75,2022,2,-11.61,98.97,0.0
46.25,-114.25,2022,2,-11.36,99.69,0.0
46.25,-113.75,2022,2,-10.04,99.56,0.0
46.25,-113.25,2022,2,-10.38,98.76,0.0
46.25,-112.75,2022,2,-10.39,92.92,0.0
46.25,-112.25,2022,2,-10.3,87.38,0.0
46.25,-111.75,2022,2,-10.21,84.48,0.0
46.25,-111.25,2022,2,-10.03,83.53,0.0
46.25,-110.75,2022,2,-10.64,88.86,0.0
46.25,-110.25,2022,2,-9.19,82.65,0.0
46.25,-109.75,2022,2,-7.07,74.03,0.0
46.25,-109.25,2022,2,-5.31,68.64,0.0
46.25,-108.75,2022,2,-4.62,68.69,0.0
46.25,-108.25,2022,2,-4.07,68.61,0.0
46.25,-107.75,2022,2,-3.96,69.61,0.01
46.25,-107.25,2022,2,-4.05,70.49,0.01
46.25,-106.75,2022,2,-4.23,70.94,0.01
46.25,-106.25,2022,2,-4.42,71.44,0.0
46.25,-105.75,2022,2,-4.96,74.04,0.0
46.25,-105.25,2022,2,-5.8,76.77,0.0
46.75,-114.75,2022,2,-10.72,99.08,0.0
46.75,-114.25,2022,2,-10.67,99.08,0.0
46.75,-113.75,2022,2,-10.48,98.25,0.0
46.75,-113.25,2022,2,-11.12,98.18,0.0
46.75,-112.75,2022,2,-10.44,95.49,0.0
46.75,-112.25,2022,2,-9.35,89.77,0.0
46.75,-111.75,2022,2,-8.66,84.62,0.0
46.75,-111.25,2022,2,-9.13,87.75,0.0
46.75,-110.75,2022,2,-9.15,88.62,0.01
46.75,-110.25,2022,2,-7.6,80.07,0.0
46.75,-109.75,2022,2,-6.31,73.91,0.01
46.75,-109.25,2022,2,-5.52,72.21,0.03
46.75,-108.75,2022,2,-3.93,67.28,0.01
46.75,-108.25,2022,2,-3.47,68.21,0.0
46.75,-107.75,2022,2,-3.71,70.01,0.0
46.75,-107.25,2022,2,-4.09,71.65,0.0
46.75,-106.75,2022,2,-4.41,72.89,0.0
46.75,-106.25,2022,2,-4.88,74.34,0.0
46.75,-105.75,2022,2,-5.54,76.97,0.0
46.75,-105.25,2022,2,-6.27,79.18,0.0
47.25,-114.75,2022,2,-10.99,98.06,0.0
47.25,-114.25,2022,2,-11.19,96.5,0.0
47.25,-113.75,2022,2,-11.74,96.25,0.0
47.25,-113.25,2022,2,-12.18,98.35,0.0
47.25,-112.75,2022,2,-10.29,97.08,0.0
47.25,-112.25,2022,2,-7.87,89.28,0.0
47.25,-111.75,2022,2,-6.23,79.26,0.0
47.25,-111.25,2022,2,-6.13,78.81,0.01
47.25,-110.75,2022,2,-5.9,77.11,0.01
47.25,-110.25,2022,2,-5.0,73.22,0.01
47.25,-109.75,2022,2,-4.61,72.29,0.02
47.25,-109.25,2022,2,-4.49,72.97,0.03
47.25,-108.75,2022,2,-3.02,67.34,0.01
47.25,-108.25,2022,2,-3.21,70.64,0.0
47.25,-107.75,2022,2,-3.68,72.52,0.0
47.25,-107.25,2022,2,-3.99,73.13,0.0
47.25,-106.75,2022,2,-4.15,73.25,0.0
47.25,-106.25,2022,2,-4.6,74.25,0.0
47.25,-105.75,2022,2,-5.27,75.8,0.0
47.25,-105.25,2022,2,-5.79,76.82,0.0
47.75,-114.75,2022,2,-12.05,96.51,0.03
47.75,-114.25,2022,2,-11.65,94.54,0.02
47.75,-113.75,2022,2,-11.79,95.59,0.01
47.75,-113.25,2022,2,-11.54,98.14,0.01
47.75,-112.75,2022,2,-9.22,93.12,0.0
47.75,-112.25,2022,2,-6.62,83.86,0.01
47.75,-111.75,2022,2,-4.84,75.18,0.03
47.75,-111.25,2022,2,-4.31,73.41,0.05
47.75,-110.75,2022,2,-3.7,70.23,0.04
47.75,-110.25,2022,2,-3.5,70.3,0.02
47.75,-109.75,2022,2,-3.64,72.26,0.01
47.75,-109.25,2022,2,-3.79,74.05,0.01
47.75,-108.75,2022,2,-3.33,72.88,0.01
47.75,-108.25,2022,2,-3.55,74.25,0.01
47.75,-107.75,2022,2,-3.73,74.33,0.01
47.75,-107.25,2022,2,-3.97,74.32,0.0
47.75,-106.75,2022,2,-4.32,74.75,0.0
47.75,-106.25,2022,2,-4.76,75.5,0.0
47.75,-105.75,2022,2,-5.31,76.42,0.0
47.75,-105.25,2022,2,-5.69,76.68,0.0
48.25,-114.75,2022,2,-13.28,97.22,0.13
48.25,-114.25,2022,2,-12.75,96.38,0.06
48.25,-113.75,2022,2,-12.33,97.12,0.07
48.25,-113.25,2022,2,-10.92,95.95,0.09
48.25,-112.75,2022,2,-8.68,86.84,0.13
48.25,-112.25,2022,2,-6.45,77.26,0.16
48.25,-111.75,2022,2,-4.86,71.96,0.18
48.25,-111.25,2022,2,-4.42,73.06,0.17
48.25,-110.75,2022,2,-3.98,72.76,0.11
48.25,-110.25,2022,2,-3.95,74.09,0.06
48.25,-109.75,2022,2,-4.09,75.96,0.02
48.25,-109.25,2022,2,-4.17,77.09,0.01
48.25,-108.75,2022,2,-3.95,76.06,0.01
48.25,-108.25,2022,2,-3.92,75.09,0.01
48.25,-107.75,2022,2,-4.24,75.61,0.01
48.25,-107.25,2022,2,-4.86,77.32,0.01
48.25,-106.75,2022,2,-5.64,79.47,0.0
48.25,-106.25,2022,2,-6.26,80.88,0.0
48.25,-105.75,2022,2,-6.68,81.62,0.01
48.25,-105.25,2022,2,-7.06,81.83,0.01
48.75,-114.75,2022,2,-14.51,98.86,0.38
48.75,-114.25,2022,2,-13.82,98.57,0.4
48.75,-113.75,2022,2,-12.51,96.97,0.42
48.75,-113.25,2022,2,-10.44,91.27,0.49
48.75,-112.75,2022,2,-8.64,84.26,0.55
48.75,-112.25,2022,2,-6.97,77.36,0.57
48.75,-111.75,2022,2,-5.7,72.92,0.52
48.75,-111.25,2022,2,-5.44,74.25,0.35
48.75,-110.75,2022,2,-4.73,72.97,0.14
48.75,-110.25,2022,2,-4.51,74.08,0.05
48.75,-109.75,2022,2,-4.64,76.39,0.02
48.75,-109.25,2022,2,-4.92,78.58,0.01
48.75,-108.75,2022,2,-5.12,79.16,0.01
48.75,-108.25,2022,2,-5.1,78.03,0.02
48.75,-107.75,2022,2,-5.59,79.29,0.03
48.75,-107.25,2022,2,-6.35,81.75,0.02
48.75,-106.75,2022,2,-7.1,84.04,0.01
48.75,-106.25,2022,2,-7.49,84.56,0.01
48.75,-105.75,2022,2,-7.73,84.94,0.01
48.75,-105.25,2022,2,-8.24,85.89,0.01
49.25,-114.75,2022,2,-14.81,99.66,0.84
49.25,-114.25,2022,2,-12.98,98.36,0.73
49.25,-113.75,2022,2,-10.79,93.31,0.57
49.25,-113.25,2022,2,-9.14,87.24,0.74
49.25,-112.75,2022,2,-7.93,82.83,0.8
49.25,-112.25,2022,2,-6.8,78.23,0.74
49.25,-111.75,2022,2,-5.86,74.21,0.58
49.25,-111.25,2022,2,-5.67,74.16,0.31
49.25,-110.75,2022,2,-5.56,74.16,0.09
49.25,-110.25,2022,2,-5.89,76.74,0.03
49.25,-109.75,2022,2,-6.15,79.01,0.02
49.25,-109.25,2022,2,-6.24,80.26,0.02
49.25,-108.75,2022,2,-6.49,82.03,0.03
49.25,-108.25,2022,2,-6.45,81.51,0.05
49.25,-107.75,2022,2,-6.78,82.67,0.07
49.25,-107.25,2022,2,-7.29,84.52,0.06
49.25,-106.75,2022,2,-7.76,86.06,0.02
49.25,-106.25,2022,2,-7.93,86.28,0.01
49.25,-105.75,2022,2,-8.16,87.06,0.01
49.25,-105.25,2022,2,-8.76,88.71,0.01
44.75,-114.75,2022,3,-9.26,97.08,4.38
44.75,-114.25,2022,3,-10.02,91.68,2.44
44.75,-113.75,2022,3,-10.34,83.12,1.51
44.75,-113.25,2022,3,-12.14,89.62,1.21
44.75,-112.75,2022,3,-13.89,92.79,0.72
44.75,-112.25,2022,3,-14.48,95.45,0.37
44.75,-111.75,2022,3,-13.83,98.12,0.25
44.75,-111.25,2022,3,-12.92,98.97,0.27
44.75,-110.75,2022,3,-13.13,99.14,0.28
44.75,-110.25,2022,3,-13.03,98.61,0.21
44.75,-109.75,2022,3,-10.65,87.62,0.11
44.75,-109.25,2022,3,-6.74,70.64,0.04
44.75,-108.75,2022,3,-4.75,66.31,0.0
44.75,-108.25,2022,3,-4.03,62.44,0.0
44.75,-107.75,2022,3,-4.76,66.27,0.0
44.75,-107.25,2022,3,-3.74,63.58,0.0
44.75,-106.75,2022,3,-1.18,55.03,0.0
44.75,-106.25,2022,3,-0.74,56.16,0.0
44.75,-105.75,2022,3,-1.17,57.51,0.0
44.75,-105.25,2022,3,-1.5,57.84,0.0
45.25,-114.75,2022,3,-8.64,97.99,4.09
45.25,-114.25,2022,3,-9.5,94.01,2.73
45.25,-113.75,2022,3,-9.28,87.94,2.02
45.25,-113.25,2022,3,-10.59,91.56,1.58
45.25,-112.75,2022,3,-11.29,87.74,0.8
45.25,-112.25,2022,3,-11.53,86.94,0.26
45.25,-111.75,2022,3,-11.33,91.2,0.12
45.25,-111.25,2022,3,-10.64,94.12,0.08
45.25,-110.75,2022,3,-10.9,93.22,0.09
45.25,-110.25,2022,3,-10.35,89.42,0.1
45.25,-109.75,2022,3,-7.56,76.34,0.08
45.25,-109.25,2022,3,-3.97,61.18,0.02
45.25,-108.75,2022,3,-3.95,64.66,0.0
45.25,-108.25,2022,3,-3.13,60.81,0.0
45.25,-107.75,2022,3,-1.93,58.57,0.0
45.25,-107.25,2022,3,-1.17,58.56,0.0
45.25,-106.75,2022,3,-1.0,59.71,0.0
45.25,-106.25,2022,3,-0.99,59.31,0.0
45.25,-105.75,2022,3,-1.0,60.01,0.0
45.25,-105.25,2022,3,-1.26,61.09,0.0
45.75,-114.75,2022,3,-6.87,99.3,4.94
45.75,-114.25,2022,3,-7.95,98.34,3.99
45.75,-113.75,2022,3,-8.44,97.56,3.38
45.75,-113.25,2022,3,-9.27,96.69,2.33
45.75,-112.75,2022,3,-9.46,87.68,1.03
45.75,-112.25,2022,3,-9.37,81.51,0.25
45.75,-111.75,2022,3,-8.96,81.38,0.1
45.75,-111.25,2022,3,-7.82,82.62,0.04
45.75,-110.75,2022,3,-8.92,86.62,0.06
45.75,-110.25,2022,3,-7.62,80.41,0.06
45.75,-109.75,2022,3,-4.94,68.48,0.04
45.75,-109.25,2022,3,-2.7,59.26,0.01
45.75,-108.75,2022,3,-3.54,65.03,0.0
45.75,-108.25,2022,3,-2.41,61.96,0.0
45.75,-107.75,2022,3,-1.81,62.24,0.0
45.75,-107.25,2022,3,-1.52,62.54,0.0
45.75,-106.75,2022,3,-1.31,61.69,0.0
45.75,-106.25,2022,3,-0.91,60.72,0.0
45.75,-105.75,2022,3,-1.07,62.74,0.0
45.75,-105.25,2022,3,-1.56,66.1,0.0
46.25,-114.75,2022,3,-5.58,99.76,6.28
46.25,-114.25,2022,3,-6.52,99.58,4.91
46.25,-113.75,2022,3,-6.98,99.38,4.04
46.25,-113.25,2022,3,-7.67,98.02,3.08
46.25,-112.75,2022,3,-8.15,89.32,1.54
46.25,-112.25,2022,3,-8.39,82.15,0.5
46.25,-111.75,2022,3,-8.27,80.09,0.22
46.25,-111.25,2022,3,-7.58,81.44,0.14
46.25,-110.75,2022,3,-8.45,87.89,0.13
46.25,-110.25,2022,3,-6.83,79.69,0.07
46.25,-109.75,2022,3,-4.81,69.33,0.02
46.25,-109.25,2022,3,-3.6,63.99,0.0
46.25,-108.75,2022,3,-3.6,65.56,0.0
46.25,-108.25,2022,3,-3.05,65.61,0.0
46.25,-107.75,2022,3,-2.48,65.08,0.0
46.25,-107.25,2022,3,-2.01,64.47,0.0
46.25,-106.75,2022,3,-1.73,64.4,0.0
46.25,-106.25,2022,3,-1.7,65.62,0.0
46.25,-105.75,2022,3,-1.92,68.62,0.0
46.25,-105.25,2022,3,-2.42,72.79,0.0
46.75,-114.75,2022,3,-5.8,99.67,5.5
46.75,-114.25,2022,3,-6.5,99.35,4.17
46.75,-113.75,2022,3,-7.1,99.5,3.7
46.75,-113.25,2022,3,-7.43,96.48,3.29
46.75,-112.75,2022,3,-7.46,91.52,2.08
46.75,-112.25,2022,3,-7.3,84.88,0.97
46.75,-111.75,2022,3,-7.18,80.51,0.39
46.75,-111.25,2022,3,-7.49,86.06,0.24
46.75,-110.75,2022,3,-7.18,87.84,0.17
46.75,-110.25,2022,3,-5.71,78.29,0.08
46.75,-109.75,2022,3,-4.69,70.62,0.02
46.75,-109.25,2022,3,-4.26,67.96,0.01
46.75,-108.75,2022,3,-3.01,63.31,0.0
46.75,-108.25,2022,3,-2.87,64.79,0.02
46.75,-107.75,2022,3,-2.76,65.49,0.01
46.75,-107.25,2022,3,-2.69,66.06,0.01
46.75,-106.75,2022,3,-2.69,67.04,0.0
46.75,-106.25,2022,3,-2.91,68.97,0.0
46.75,-105.75,2022,3,-3.22,73.22,0.0
46.75,-105.25,2022,3,-3.49,78.12,0.0
47.25,-114.75,2022,3,-6.63,98.53,2.96
47.25,-114.25,2022,3,-6.92,97.9,2.63
47.25,-113.75,2022,3,-7.63,98.75,3.28
47.25,-113.25,2022,3,-8.38,97.35,3.47
47.25,-112.75,2022,3,-7.49,95.33,2.43
47.25,-112.25,2022,3,-6.21,87.63,1.25
47.25,-111.75,2022,3,-5.35,77.89,0.5
47.25,-111.25,2022,3,-5.29,78.47,0.27
47.25,-110.75,2022,3,-4.48,75.17,0.16
47.25,-110.25,2022,3,-3.76,71.18,0.09
47.25,-109.75,2022,3,-3.72,69.66,0.06
47.25,-109.25,2022,3,-3.83,69.02,0.05
47.25,-108.75,2022,3,-2.42,62.84,0.04
47.25,-108.25,2022,3,-2.63,65.89,0.04
47.25,-107.75,2022,3,-2.87,67.54,0.02
