LAT,LON,YEAR,DOY,T2M,RH2M,PRECTOTCORR
45.75,-79.25,2022,1,-7.29,91.81,0.58
45.75,-78.75,2022,1,-6.93,91.69,0.96
45.75,-78.25,2022,1,-6.42,91.44,1.47
45.75,-77.75,2022,1,-5.76,91.17,1.72
45.75,-77.25,2022,1,-5.13,91.22,1.73
45.75,-76.75,2022,1,-4.6,91.84,1.5
45.75,-76.25,2022,1,-4.08,93.22,1.05
45.75,-75.75,2022,1,-3.67,94.69,1.15
45.75,-75.25,2022,1,-3.2,96.51,1.75
46.25,-84.75,2022,1,-7.78,89.29,0.52
46.25,-84.25,2022,1,-8.98,89.54,0.37
46.25,-83.75,2022,1,-9.79,88.94,0.3
46.25,-83.25,2022,1,-9.79,85.86,0.18
46.25,-82.75,2022,1,-9.22,82.45,0.11
46.25,-82.25,2022,1,-8.9,81.64,0.09
46.25,-81.75,2022,1,-9.05,83.84,0.09
46.25,-81.25,2022,1,-9.22,86.94,0.1
46.25,-80.75,2022,1,-9.72,89.44,0.12
46.25,-80.25,2022,1,-9.56,91.66,0.2
46.25,-79.75,2022,1,-9.38,93.23,0.38
46.25,-79.25,2022,1,-9.32,93.85,0.66
46.25,-78.75,2022,1,-9.02,93.25,1.04
46.25,-78.25,2022,1,-8.42,92.75,1.54
46.25,-77.75,2022,1,-7.76,92.31,1.79
46.25,-77.25,2022,1,-7.1,92.11,1.86
46.25,-76.75,2022,1,-6.47,92.38,1.77
46.25,-76.25,2022,1,-5.87,93.38,1.46
46.25,-75.75,2022,1,-5.35,95.65,1.77
46.25,-75.25,2022,1,-5.01,97.61,2.46
46.75,-84.75,2022,1,-9.35,93.64,0.75
46.75,-84.25,2022,1,-12.56,93.96,0.54
46.75,-83.75,2022,1,-14.83,91.56,0.35
46.75,-83.25,2022,1,-14.53,86.89,0.24
46.75,-82.75,2022,1,-13.37,83.36,0.17
46.75,-82.25,2022,1,-12.42,81.87,0.12
46.75,-81.75,2022,1,-12.12,82.66,0.1
46.75,-81.25,2022,1,-12.26,85.31,0.1
46.75,-80.75,2022,1,-12.21,86.86,0.14
46.75,-80.25,2022,1,-12.05,89.37,0.26
46.75,-79.75,2022,1,-11.77,91.52,0.47
46.75,-79.25,2022,1,-11.38,92.78,0.76
46.75,-78.75,2022,1,-10.86,93.38,1.09
46.75,-78.25,2022,1,-10.29,93.92,1.47
46.75,-77.75,2022,1,-9.77,94.23,1.69
46.75,-77.25,2022,1,-9.23,94.31,1.74
46.75,-76.75,2022,1,-8.61,94.28,1.69
46.75,-76.25,2022,1,-7.92,94.41,1.67
46.75,-75.75,2022,1,-7.05,96.13,2.06
46.75,-75.25,2022,1,-6.58,97.74,2.67
47.25,-84.75,2022,1,-12.16,97.39,0.49
47.25,-84.25,2022,1,-16.44,95.59,0.43
47.25,-83.75,2022,1,-17.77,89.97,0.48
47.25,-83.25,2022,1,-16.83,87.34,0.45
47.25,-82.75,2022,1,-15.53,84.76,0.35
47.25,-82.25,2022,1,-14.58,82.99,0.25
47.25,-81.75,2022,1,-14.19,82.58,0.18
47.25,-81.25,2022,1,-14.11,83.75,0.18
47.25,-80.75,2022,1,-14.13,84.18,0.26
47.25,-80.25,2022,1,-14.22,85.67,0.45
47.25,-79.75,2022,1,-13.99,88.08,0.76
47.25,-79.25,2022,1,-13.34,91.15,1.14
47.25,-78.75,2022,1,-12.51,94.5,1.5
47.25,-78.25,2022,1,-12.2,95.25,1.66
47.25,-77.75,2022,1,-11.73,96.13,1.72
47.25,-77.25,2022,1,-11.2,96.64,1.71
47.25,-76.75,2022,1,-10.61,96.69,1.71
47.25,-76.25,2022,1,-9.89,96.59,1.79
47.25,-75.75,2022,1,-9.01,97.39,2.11
47.25,-75.25,2022,1,-8.29,97.99,2.51
47.75,-84.75,2022,1,-17.42,97.26,0.16
47.75,-84.25,2022,1,-19.81,92.56,0.26
47.75,-83.75,2022,1,-19.55,86.69,0.53
47.75,-83.25,2022,1,-18.46,85.51,0.59
47.75,-82.75,2022,1,-17.32,84.68,0.49
47.75,-82.25,2022,1,-16.47,83.91,0.33
47.75,-81.75,2022,1,-16.07,83.28,0.22
47.75,-81.25,2022,1,-16.11,83.16,0.26
47.75,-80.75,2022,1,-16.29,84.06,0.55
47.75,-80.25,2022,1,-16.2,85.99,1.02
47.75,-79.75,2022,1,-15.78,88.84,1.59
47.75,-79.25,2022,1,-15.1,92.4,2.08
47.75,-78.75,2022,1,-14.41,96.38,2.28
47.75,-78.25,2022,1,-14.08,97.15,2.14
47.75,-77.75,2022,1,-13.53,98.04,2.0
47.75,-77.25,2022,1,-12.94,98.58,1.89
47.75,-76.75,2022,1,-12.35,98.64,1.82
47.75,-76.25,2022,1,-11.7,98.47,1.8
47.75,-75.75,2022,1,-10.92,98.29,1.94
47.75,-75.25,2022,1,-10.16,98.06,2.16
48.25,-84.75,2022,1,-22.07,93.41,0.05
48.25,-84.25,2022,1,-21.75,89.32,0.16
48.25,-83.75,2022,1,-20.86,87.0,0.33
48.25,-83.25,2022,1,-19.92,86.5,0.43
48.25,-82.75,2022,1,-19.07,86.15,0.36
48.25,-82.25,2022,1,-18.52,85.65,0.24
48.25,-81.75,2022,1,-18.35,85.29,0.2
48.25,-81.25,2022,1,-18.58,85.97,0.39
48.25,-80.75,2022,1,-18.64,88.49,0.98
48.25,-80.25,2022,1,-18.2,92.09,1.84
48.25,-79.75,2022,1,-17.53,94.92,2.72
48.25,-79.25,2022,1,-16.91,96.43,3.28
48.25,-78.75,2022,1,-16.65,97.28,3.09
48.25,-78.25,2022,1,-15.82,97.76,2.64
48.25,-77.75,2022,1,-15.09,98.53,2.31
48.25,-77.25,2022,1,-14.56,99.21,2.07
48.25,-76.75,2022,1,-14.13,99.47,1.88
48.25,-76.25,2022,1,-13.5,99.09,1.75
48.25,-75.75,2022,1,-12.73,97.59,1.77
48.25,-75.25,2022,1,-12.0,96.62,1.87
48.75,-84.75,2022,1,-24.19,92.31,0.03
48.75,-84.25,2022,1,-22.94,90.15,0.08
48.75,-83.75,2022,1,-21.81,89.25,0.15
48.75,-83.25,2022,1,-21.09,89.28,0.17
48.75,-82.75,2022,1,-20.6,89.32,0.13
48.75,-82.25,2022,1,-20.5,89.11,0.11
48.75,-81.75,2022,1,-20.68,88.88,0.19
48.75,-81.25,2022,1,-20.86,89.38,0.48
48.75,-80.75,2022,1,-20.9,91.85,1.3
48.75,-80.25,2022,1,-20.3,96.35,2.37
48.75,-79.75,2022,1,-19.55,98.36,3.18
48.75,-79.25,2022,1,-18.89,97.3,3.44
48.75,-78.75,2022,1,-18.31,96.5,3.05
48.75,-78.25,2022,1,-17.16,97.02,2.56
48.75,-77.75,2022,1,-16.51,98.28,2.25
48.75,-77.25,2022,1,-16.17,98.91,2.02
48.75,-76.75,2022,1,-15.86,98.51,1.8
48.75,-76.25,2022,1,-15.27,97.69,1.58
48.75,-75.75,2022,1,-14.39,94.84,1.51
48.75,-75.25,2022,1,-13.63,93.47,1.49
49.25,-84.75,2022,1,-24.94,96.44,0.04
49.25,-84.25,2022,1,-24.03,95.21,0.04
49.25,-83.75,2022,1,-23.24,94.78,0.05
49.25,-83.25,2022,1,-22.93,95.16,0.06
49.25,-82.75,2022,1,-22.56,94.69,0.06
49.25,-82.25,2022,1,-22.47,93.85,0.08
49.25,-81.75,2022,1,-22.63,93.1,0.21
49.25,-81.25,2022,1,-22.68,92.88,0.54
49.25,-80.75,2022,1,-22.62,93.45,1.32
49.25,-80.25,2022,1,-22.07,95.08,2.2
49.25,-79.75,2022,1,-21.29,94.8,2.65
49.25,-79.25,2022,1,-20.33,93.01,2.54
49.25,-78.75,2022,1,-19.04,93.41,2.12
49.25,-78.25,2022,1,-18.18,96.36,1.79
49.25,-77.75,2022,1,-17.92,98.16,1.64
49.25,-77.25,2022,1,-17.76,98.34,1.56
49.25,-76.75,2022,1,-17.42,97.22,1.47
49.25,-76.25,2022,1,-16.86,95.97,1.32
49.25,-75.75,2022,1,-15.86,91.69,1.23
49.25,-75.25,2022,1,-15.0,89.95,1.19
44.75,-84.75,2022,2,-10.45,82.66,0.08
44.75,-84.25,2022,2,-10.55,80.86,0.05
44.75,-83.75,2022,2,-8.89,78.16,0.04
44.75,-83.25,2022,2,-5.79,83.93,0.13
44.75,-82.75,2022,2,-4.31,88.3,0.26
44.75,-82.25,2022,2,-4.05,91.09,0.37
44.75,-81.75,2022,2,-4.9,92.25,0.47
44.75,-81.25,2022,2,-7.02,91.88,0.63
44.75,-80.75,2022,2,-7.67,94.1,0.78
44.75,-80.25,2022,2,-8.81,90.76,0.87
44.75,-79.75,2022,2,-10.01,82.38,0.93
44.75,-79.25,2022,2,-11.08,73.22,0.89
44.75,-78.75,2022,2,-12.02,71.22,0.68
44.75,-78.25,2022,2,-12.32,73.27,0.78
44.75,-77.75,2022,2,-12.36,74.92,0.9
44.75,-77.25,2022,2,-12.06,74.74,0.88
44.75,-76.75,2022,2,-11.41,73.63,0.81
44.75,-76.25,2022,2,-10.49,74.91,0.98
44.75,-75.75,2022,2,-9.87,77.61,1.61
44.75,-75.25,2022,2,-9.2,81.9,2.87
45.25,-84.75,2022,2,-9.29,83.54,0.36
45.25,-84.25,2022,2,-9.69,82.36,0.12
45.25,-83.75,2022,2,-8.05,81.53,0.02
45.25,-83.25,2022,2,-5.96,85.28,0.03
45.25,-82.75,2022,2,-5.4,88.38,0.05
45.25,-82.25,2022,2,-5.74,90.89,0.07
45.25,-81.75,2022,2,-6.5,93.01,0.11
45.25,-81.25,2022,2,-7.36,95.03,0.14
45.25,-80.75,2022,2,-8.53,97.51,0.19
45.25,-80.25,2022,2,-10.68,92.8,0.19
45.25,-79.75,2022,2,-12.73,83.54,0.15
45.25,-79.25,2022,2,-14.1,74.89,0.12
45.25,-78.75,2022,2,-14.69,74.59,0.2
45.25,-78.25,2022,2,-14.96,76.84,0.29
45.25,-77.75,2022,2,-14.86,77.65,0.36
45.25,-77.25,2022,2,-14.44,78.09,0.42
45.25,-76.75,2022,2,-13.73,78.46,0.48
45.25,-76.25,2022,2,-12.77,78.31,0.63
45.25,-75.75,2022,2,-12.06,79.59,1.26
45.25,-75.25,2022,2,-11.27,83.11,2.37
45.75,-84.75,2022,2,-8.16,84.4,1.08
45.75,-84.25,2022,2,-8.93,85.39,0.24
45.75,-83.75,2022,2,-7.94,85.81,0.02
45.75,-83.25,2022,2,-7.39,85.84,0.01
45.75,-82.75,2022,2,-7.94,85.75,0.01
45.75,-82.25,2022,2,-9.04,86.46,0.01
45.75,-81.75,2022,2,-10.09,88.63,0.02
45.75,-81.25,2022,2,-10.47,92.66,0.02
45.75,-80.75,2022,2,-12.26,94.23,0.03
45.75,-80.25,2022,2,-14.05,89.62,0.04
45.75,-79.75,2022,2,-15.44,85.24,0.07
45.75,-79.25,2022,2,-16.33,83.57,0.1
45.75,-78.75,2022,2,-16.89,83.09,0.1
45.75,-78.25,2022,2,-16.79,82.02,0.09
45.75,-77.75,2022,2,-16.34,80.72,0.09
45.75,-77.25,2022,2,-15.79,80.27,0.11
45.75,-76.75,2022,2,-15.29,81.13,0.17
45.75,-76.25,2022,2,-14.86,83.16,0.35
45.75,-75.75,2022,2,-14.24,85.66,1.14
45.75,-75.25,2022,2,-13.89,89.6,2.74
46.25,-84.75,2022,2,-9.14,88.31,1.06
46.25,-84.25,2022,2,-11.1,90.53,0.25
46.25,-83.75,2022,2,-12.13,89.16,0.03
46.25,-83.25,2022,2,-12.5,84.88,0.01
46.25,-82.75,2022,2,-12.97,81.41,0.0
46.25,-82.25,2022,2,-13.58,79.94,0.0
46.25,-81.75,2022,2,-14.2,81.08,0.0
46.25,-81.25,2022,2,-14.6,84.88,0.0
46.25,-80.75,2022,2,-15.66,86.9,0.02
46.25,-80.25,2022,2,-16.07,88.32,0.04
46.25,-79.75,2022,2,-16.52,89.62,0.06
46.25,-79.25,2022,2,-17.24,90.08,0.08
46.25,-78.75,2022,2,-18.02,87.75,0.05
46.25,-78.25,2022,2,-17.97,86.52,0.02
46.25,-77.75,2022,2,-17.7,85.34,0.02
46.25,-77.25,2022,2,-17.36,84.56,0.03
46.25,-76.75,2022,2,-17.05,84.58,0.07
46.25,-76.25,2022,2,-16.77,85.75,0.17
46.25,-75.75,2022,2,-16.14,89.88,0.87
46.25,-75.25,2022,2,-15.88,94.0,2.42
46.75,-84.75,2022,2,-10.17,92.04,0.51
46.75,-84.25,2022,2,-14.43,94.31,0.19
46.75,-83.75,2022,2,-17.46,91.94,0.04
46.75,-83.25,2022,2,-17.51,87.46,0.01
46.75,-82.75,2022,2,-17.3,83.7,0.0
46.75,-82.25,2022,2,-17.1,81.24,0.0
46.75,-81.75,2022,2,-17.08,80.42,0.0
46.75,-81.25,2022,2,-17.36,81.38,0.0
46.75,-80.75,2022,2,-17.48,82.98,0.01
46.75,-80.25,2022,2,-17.59,86.19,0.03
46.75,-79.75,2022,2,-17.79,88.94,0.05
46.75,-79.25,2022,2,-18.12,90.04,0.04
46.75,-78.75,2022,2,-18.59,89.22,0.02
46.75,-78.25,2022,2,-18.93,89.82,0.02
46.75,-77.75,2022,2,-19.17,89.8,0.01
46.75,-77.25,2022,2,-19.15,89.34,0.02
46.75,-76.75,2022,2,-18.85,88.79,0.06
46.75,-76.25,2022,2,-18.35,88.72,0.16
46.75,-75.75,2022,2,-17.63,91.82,0.63
46.75,-75.25,2022,2,-17.21,95.07,1.74
47.25,-84.75,2022,2,-11.94,94.08,0.33
47.25,-84.25,2022,2,-17.17,95.71,0.15
47.25,-83.75,2022,2,-19.62,93.19,0.04
47.25,-83.25,2022,2,-19.42,91.79,0.01
47.25,-82.75,2022,2,-19.24,89.36,0.01
47.25,-82.25,2022,2,-19.1,86.63,0.0
47.25,-81.75,2022,2,-19.02,84.33,0.0
47.25,-81.25,2022,2,-19.04,83.16,0.0
47.25,-80.75,2022,2,-18.92,82.46,0.01
47.25,-80.25,2022,2,-19.05,83.01,0.03
47.25,-79.75,2022,2,-19.17,85.16,0.05
47.25,-79.25,2022,2,-19.2,88.64,0.06
47.25,-78.75,2022,2,-19.28,92.59,0.05
47.25,-78.25,2022,2,-19.97,92.62,0.04
47.25,-77.75,2022,2,-20.52,93.39,0.03
47.25,-77.25,2022,2,-20.8,93.82,0.02
47.25,-76.75,2022,2,-20.69,93.66,0.06
47.25,-76.25,2022,2,-20.08,93.53,0.17
47.25,-75.75,2022,2,-19.22,94.68,0.45
47.25,-75.25,2022,2,-18.52,95.66,0.92
47.75,-84.75,2022,2,-16.37,96.36,0.12
47.75,-84.25,2022,2,-19.5,95.41,0.06
47.75,-83.75,2022,2,-20.47,93.56,0.02
47.75,-83.25,2022,2,-20.64,93.26,0.01
47.75,-82.75,2022,2,-20.64,91.5,0.01
47.75,-82.25,2022,2,-20.57,89.2,0.01
47.75,-81.75,2022,2,-20.49,86.98,0.01
47.75,-81.25,2022,2,-20.5,85.16,0.02
47.75,-80.75,2022,2,-20.44,84.36,0.07
47.75,-80.25,2022,2,-20.25,85.0,0.12
47.75,-79.75,2022,2,-20.14,87.22,0.16
47.75,-79.25,2022,2,-20.23,90.89,0.16
47.75,-78.75,2022,2,-20.51,95.59,0.13
47.75,-78.25,2022,2,-21.19,95.64,0.09
47.75,-77.75,2022,2,-21.79,96.67,0.06
47.75,-77.25,2022,2,-22.24,97.47,0.04
47.75,-76.75,2022,2,-22.33,97.57,0.04
47.75,-76.25,2022,2,-21.68,97.22,0.09
47.75,-75.75,2022,2,-20.57,96.37,0.13
47.75,-75.25,2022,2,-19.8,95.69,0.21
48.25,-84.75,2022,2,-20.82,95.98,0.03
48.25,-84.25,2022,2,-21.49,94.52,0.01
48.25,-83.75,2022,2,-21.68,93.38,0.01
48.25,-83.25,2022,2,-21.7,93.1,0.01
48.25,-82.75,2022,2,-21.64,91.79,0.01
48.25,-82.25,2022,2,-21.58,90.09,0.01
48.25,-81.75,2022,2,-21.59,88.65,0.03
48.25,-81.25,2022,2,-21.74,88.12,0.07
48.25,-80.75,2022,2,-21.66,89.85,0.19
48.25,-80.25,2022,2,-21.16,92.53,0.33
48.25,-79.75,2022,2,-20.81,94.72,0.44
48.25,-79.25,2022,2,-21.04,95.96,0.44
48.25,-78.75,2022,2,-22.1,96.78,0.31
48.25,-78.25,2022,2,-22.28,96.96,0.17
48.25,-77.75,2022,2,-22.57,97.84,0.1
48.25,-77.25,2022,2,-23.01,98.74,0.06
48.25,-76.75,2022,2,-23.29,99.02,0.04
48.25,-76.25,2022,2,-22.69,98.12,0.04
48.25,-75.75,2022,2,-21.52,95.28,0.04
48.25,-75.25,2022,2,-20.8,93.29,0.03
48.75,-84.75,2022,2,-23.85,95.88,0.01
48.75,-84.25,2022,2,-23.46,95.01,0.0
48.75,-83.75,2022,2,-23.13,93.94,0.01
48.75,-83.25,2022,2,-22.88,93.36,0.01
48.75,-82.75,2022,2,-22.58,92.19,0.01
48.75,-82.25,2022,2,-22.4,91.05,0.02
48.75,-81.75,2022,2,-22.37,90.39,0.04
48.75,-81.25,2022,2,-22.45,90.47,0.11
48.75,-80.75,2022,2,-22.68,93.29,0.29
48.75,-80.25,2022,2,-22.19,97.49,0.51
48.75,-79.75,2022,2,-21.98,99.46,0.63
48.75,-79.25,2022,2,-22.43,98.52,0.59
48.75,-78.75,2022,2,-23.32,96.88,0.39
48.75,-78.25,2022,2,-23.14,96.55,0.22
48.75,-77.75,2022,2,-23.35,97.71,0.12
48.75,-77.25,2022,2,-23.64,98.36,0.07
48.75,-76.75,2022,2,-23.76,97.73,0.05
48.75,-76.25,2022,2,-23.44,96.28,0.04
48.75,-75.75,2022,2,-22.31,91.21,0.03
48.75,-75.25,2022,2,-21.59,88.31,0.02
49.25,-84.75,2022,2,-25.94,98.46,0.02
49.25,-84.25,2022,2,-25.49,97.83,0.01
49.25,-83.75,2022,2,-25.06,97.28,0.01
49.25,-83.25,2022,2,-24.6,96.78,0.01
49.25,-82.75,2022,2,-24.31,95.64,0.01
49.25,-82.25,2022,2,-24.1,94.57,0.02
49.25,-81.75,2022,2,-23.94,93.94,0.06
49.25,-81.25,2022,2,-23.87,93.84,0.14
49.25,-80.75,2022,2,-24.13,94.89,0.32
49.25,-80.25,2022,2,-23.86,96.56,0.51
49.25,-79.75,2022,2,-23.62,96.49,0.58
49.25,-79.25,2022,2,-23.55,94.76,0.49
49.25,-78.75,2022,2,-23.34,93.91,0.33
49.25,-78.25,2022,2,-23.5,95.96,0.2
49.25,-77.75,2022,2,-24.12,97.84,0.12
49.25,-77.25,2022,2,-24.57,98.11,0.07
49.25,-76.75,2022,2,-24.64,96.59,0.05
49.25,-76.25,2022,2,-24.58,94.34,0.04
49.25,-75.75,2022,2,-23.37,87.04,0.03
49.25,-75.25,2022,2,-22.7,83.62,0.02
44.75,-84.75,2022,3,-8.13,87.89,0.01
44.75,-84.25,2022,3,-8.66,89.45,0.01
44.75,-83.75,2022,3,-7.71,87.75,0.01
44.75,-83.25,2022,3,-4.35,83.08,0.08
44.75,-82.75,2022,3,-2.5,79.54,0.27
44.75,-82.25,2022,3,-1.91,78.11,0.48
44.75,-81.75,2022,3,-2.53,78.81,0.57
44.75,-81.25,2022,3,-4.49,80.78,0.37
44.75,-80.75,2022,3,-5.43,82.71,0.25
44.75,-80.25,2022,3,-7.27,83.04,0.22
44.75,-79.75,2022,3,-9.45,80.8,0.27
44.75,-79.25,2022,3,-11.63,77.55,0.3
44.75,-78.75,2022,3,-13.68,77.38,0.23
44.75,-78.25,2022,3,-14.42,75.25,0.39
44.75,-77.75,2022,3,-15.02,75.38,0.87
44.75,-77.25,2022,3,-15.31,74.31,1.49
44.75,-76.75,2022,3,-15.35,72.82,1.92
44.75,-76.25,2022,3,-15.38,75.88,1.69
44.75,-75.75,2022,3,-15.36,77.0,0.92
44.75,-75.25,2022,3,-15.96,80.75,0.46
45.25,-84.75,2022,3,-6.08,84.89,0.06
45.25,-84.25,2022,3,-6.9,87.04,0.03
45.25,-83.75,2022,3,-5.89,85.06,0.02
45.25,-83.25,2022,3,-3.42,81.64,0.05
45.25,-82.75,2022,3,-2.41,78.83,0.16
45.25,-82.25,2022,3,-2.41,77.39,0.29
45.25,-81.75,2022,3,-2.97,77.58,0.39
45.25,-81.25,2022,3,-3.62,79.16,0.33
45.25,-80.75,2022,3,-4.88,82.06,0.25
45.25,-80.25,2022,3,-7.72,83.74,0.24
45.25,-79.75,2022,3,-10.88,83.21,0.26
45.25,-79.25,2022,3,-13.37,80.76,0.28
45.25,-78.75,2022,3,-14.47,77.94,0.3
45.25,-78.25,2022,3,-15.27,77.04,0.47
45.25,-77.75,2022,3,-15.89,76.23,0.88
45.25,-77.25,2022,3,-16.42,76.91,1.27
45.25,-76.75,2022,3,-16.85,78.83,1.46
45.25,-76.25,2022,3,-17.04,80.16,1.37
45.25,-75.75,2022,3,-16.96,79.93,0.59
45.25,-75.25,2022,3,-17.43,82.82,0.34
45.75,-84.75,2022,3,-4.75,83.57,0.08
45.75,-84.25,2022,3,-5.1,85.42,0.05
45.75,-83.75,2022,3,-3.92,82.88,0.04
45.75,-83.25,2022,3,-2.91,80.05,0.09
45.75,-82.75,2022,3,-3.2,77.73,0.13
45.75,-82.25,2022,3,-4.31,77.57,0.18
45.75,-81.75,2022,3,-5.54,79.38,0.22
45.75,-81.25,2022,3,-6.02,81.16,0.27
45.75,-80.75,2022,3,-7.85,85.01,0.38
45.75,-80.25,2022,3,-10.58,86.87,0.47
45.75,-79.75,2022,3,-12.95,86.56,0.6
45.75,-79.25,2022,3,-14.45,84.72,0.73
45.75,-78.75,2022,3,-15.33,82.88,0.65
45.75,-78.25,2022,3,-15.84,80.05,0.58
45.75,-77.75,2022,3,-16.39,78.48,0.61
45.75,-77.25,2022,3,-17.04,78.88,0.69
45.75,-76.75,2022,3,-17.75,80.99,0.7
45.75,-76.25,2022,3,-18.32,83.59,0.46
45.75,-75.75,2022,3,-18.89,85.49,0.2
45.75,-75.25,2022,3,-19.78,89.14,0.14
46.25,-84.75,2022,3,-6.38,88.27,0.21
46.25,-84.25,2022,3,-6.52,89.52,0.13
46.25,-83.75,2022,3,-6.44,89.0,0.09
46.25,-83.25,2022,3,-6.44,86.92,0.12
46.25,-82.75,2022,3,-7.14,84.4,0.15
46.25,-82.25,2022,3,-8.34,84.06,0.18
46.25,-81.75,2022,3,-9.63,85.89,0.25
46.25,-81.25,2022,3,-10.41,87.19,0.38
46.25,-80.75,2022,3,-11.47,88.86,0.63
46.25,-80.25,2022,3,-12.44,89.28,0.79
46.25,-79.75,2022,3,-13.45,88.84,0.95
46.25,-79.25,2022,3,-14.58,87.91,1.06
46.25,-78.75,2022,3,-15.86,86.78,0.94
46.25,-78.25,2022,3,-16.44,84.01,0.73
46.25,-77.75,2022,3,-17.2,82.71,0.49
46.25,-77.25,2022,3,-18.08,82.55,0.33
46.25,-76.75,2022,3,-18.96,83.26,0.23
46.25,-76.25,2022,3,-19.57,84.69,0.09
46.25,-75.75,2022,3,-20.4,88.86,0.08
46.25,-75.25,2022,3,-21.34,93.39,0.14
46.75,-84.75,2022,3,-6.19,89.85,0.46
46.75,-84.25,2022,3,-7.71,93.81,0.33
46.75,-83.75,2022,3,-9.52,97.06,0.17
46.75,-83.25,2022,3,-10.22,96.04,0.18
46.75,-82.75,2022,3,-10.9,94.28,0.2
46.75,-82.25,2022,3,-11.64,92.94,0.22
46.75,-81.75,2022,3,-12.44,92.37,0.29
46.75,-81.25,2022,3,-13.27,92.09,0.48
46.75,-80.75,2022,3,-13.82,91.79,0.66
46.75,-80.25,2022,3,-14.02,90.82,0.85
46.75,-79.75,2022,3,-14.41,90.09,0.99
46.75,-79.25,2022,3,-15.21,89.76,1.04
46.75,-78.75,2022,3,-16.41,89.19,1.0
46.75,-78.25,2022,3,-17.11,88.34,0.8
46.75,-77.75,2022,3,-18.04,88.07,0.58
46.75,-77.25,2022,3,-18.97,87.71,0.37
46.75,-76.75,2022,3,-19.76,87.15,0.2
46.75,-76.25,2022,3,-20.33,86.88,0.1
46.75,-75.75,2022,3,-21.04,89.88,0.11
46.75,-75.25,2022,3,-21.81,93.79,0.21
47.25,-84.75,2022,3,-4.96,88.1,0.61
47.25,-84.25,2022,3,-7.89,95.21,0.52
47.25,-83.75,2022,3,-10.18,98.31,0.35
47.25,-83.25,2022,3,-11.05,97.91,0.32
47.25,-82.75,2022,3,-11.92,97.53,0.31
47.25,-82.25,2022,3,-12.75,96.72,0.3
47.25,-81.75,2022,3,-13.57,95.57,0.33
47.25,-81.25,2022,3,-14.45,94.72,0.46
47.25,-80.75,2022,3,-15.13,94.42,0.51
47.25,-80.25,2022,3,-15.64,93.39,0.6
47.25,-79.75,2022,3,-16.07,92.54,0.69
47.25,-79.25,2022,3,-16.5,92.46,0.77
47.25,-78.75,2022,3,-16.98,93.41,0.85
47.25,-78.25,2022,3,-17.81,92.73,0.82
47.25,-77.75,2022,3,-18.7,92.86,0.73
